,Text,Date,Year,hashtag,Cleaned,final_sentiment
7825,"#MannKiBaat
Let us salute the valour and remember the sacrifices of our Jawans on Armed Forces Flag Day: PM
https://t.co/FPbf4JSZiE
via NaMo App",2019-11-25,2019,['MannKiBaat'],salute valour remember sacrifices jawans armed forces flag namo,1
7826,"#MannKiBaat
Ayodhya verdict proved that for 130 crore Indians, national interest is supreme: PM
https://t.co/Qxt9f6DY69
via NaMo App",2019-11-25,2019,['MannKiBaat'],verdict proved that crore indians national interest supreme namo,1
7827,"#MannKiBaat
This is how PM Modi encouraged school students to actively participate in the Fit India movement!
https://t.co/EEopp1HUTU
via NaMo App",2019-11-25,2019,['MannKiBaat'],modi encouraged school students actively participate india movement namo,1
7828,"#MannKiBaat
The various festivals of worshipping rivers strengthen national unity: PM
https://t.co/Oj59TyGA6u
via NaMo App",2019-11-25,2019,['MannKiBaat'],various festivals worshipping rivers strengthen national unity namo,1
7829,"#MannKiBaat
The Constitution of India protects the rights and respects every citizen: PM
https://t.co/U4Bk76Hw2C
via NaMo App",2019-11-25,2019,['MannKiBaat'],constitution india protects rights respects every citizen namo,1
7830,"#MannKiBaat
Students across India are eagerly waiting for PM’s ‘Pariksha Pe Charcha’
https://t.co/Rmtr30RNiU
via NaMo App",2019-11-25,2019,['MannKiBaat'],across india eagerly waiting pariksha charcha namo,1
7831,"#MannKiBaat
PM applauds cleanliness efforts of scuba divers
https://t.co/3jwm4O0S8t
via NaMo App",2019-11-25,2019,['MannKiBaat'],applauds cleanliness efforts scuba divers namo,1
7832,"#MannKiBaat
Our civilization, culture and languages convey the message of unity in diversity: PM
https://t.co/sNMGuFgkll
via NaMo App",2019-11-25,2019,['MannKiBaat'],civilization culture languages convey message unity diversity namo,1
7833,"#MannKiBaat
Rededicating ourselves to the values enshrined in our Constitution
via NaMo App https://t.co/VG3oKfryLP",2019-11-25,2019,['MannKiBaat'],ourselves values enshrined constitutionvia namo,1
7834,"#MannKiBaat
Promoting fitness among youngsters
via NaMo App https://t.co/LO8emtXeZX",2019-11-25,2019,['MannKiBaat'],fitness among youngstersvia namo,1
7835,"#MannKiBaat
Preserving the language and culture
via NaMo App https://t.co/KVLEZeQBwa",2019-11-25,2019,['MannKiBaat'],language culturevia namo,1
7836,"#MannKiBaat
Furthering the spirit of unity
via NaMo App https://t.co/3O8YPvyfs2",2019-11-25,2019,['MannKiBaat'],spirit unityvia namo,1
7837,"#MannKiBaat
Reminding India of 26th November, that is celebrated as constitution day, PM Modi reiterated on how it is a special day. This year it is even more special as India completes 70 years of the adoption of the constitution
via NaMo App",2019-11-25,2019,['MannKiBaat'],india november that celebrated constitution modi reiterated special this year even more special india completes years adoption constitutionvia namo,1
7838,"#MannKiBaat
Appreciating the scuba divers of Vishakapatnam, PM Modi said that a ""Plastic Free India"" can become a new example for the whole world. He called for Indians to take inspiration from these scuba divers and pledge to keep our surroundings free from plastic waste
vi",2019-11-25,2019,['MannKiBaat'],scuba divers vishakapatnam modi said that plastic free india become example whole world called indians take inspiration from these scuba divers pledge keep surroundings free from plastic wastevi,1
7839,"#MannKiBaat
The United Nations has declared 2019 as the International Year of Indigenous Languages. Giving an example of Dhaarchulaa in Uttarakhand, where the people speak in Ranglo, PM Modi called for a change in society by the usage of mother tongue on a daily basis
via NaMo",2019-11-25,2019,['MannKiBaat'],united nations declared international year indigenous languages giving example dhaarchulaa uttarakhand where people speak ranglo modi called change society usage mother tongue daily basisvia namo,1
7840,"#MannKiBaat
Referring to the Ayodhya verdict, PM Modi appreciated how the country has moved ahead on a new path, with a new resolve, full of new hopes. The protracted legal battle has finally come to an end, with the verdict having proven to be a milestone for the judiciary",2019-11-25,2019,['MannKiBaat'],ayodhya verdict modi appreciated country moved ahead path with resolve full hopes protracted legal battle finally come with verdict having proven milestone judiciary,1
7841,"#MannKiBaat
Highlighting the Fit India week celebrated in schools, PM Modi appealed to all schools to celebrate #FitIndiaWeek in the month of December. Fit India is not just about exercising the mind or making fitness plans, it also involves a change in food habits
via NaMo App",2019-11-25,2019,"['MannKiBaat', 'FitIndiaWeek']",india week celebrated schools modi appealed schools celebrate month december india just about exercising mind making fitness plans also involves change food habitsvia namo,1
7842,"#MannKiBaat
Expressing gratitude for the indomitable courage and spirit of Armed Forces, PM Modi remembered the brave soldiers. He called on Indians to participate on the 7th December to pay homage to the soldiers on Armed Forces Flag Day
via NaMo App",2019-11-25,2019,['MannKiBaat'],gratitude indomitable courage spirit armed forces modi remembered brave soldiers called indians participate december homage soldiers armed forces flag dayvia namo,1
7843,"#MannKiBaat
At the outset on the occasion of NCC day, PM Modi addressed the cadets of NCC. Inspiring the youth of New India, he asks them to imbibe discipline and hard work in the daily lives, an important trait of cadets
via NaMo App",2019-11-25,2019,['MannKiBaat'],outset occasion modi addressed cadets inspiring youth india asks them imbibe discipline hard work daily lives important trait cadetsvia namo,1
7844,"#MannKiBaat
Furthering the spirit of New India
via NaMo App https://t.co/R4ppzKzZxq",2019-11-25,2019,['MannKiBaat'],spirit indiavia namo,1
7845,"#MannKiBaat
Celebrating the greatness of the river with Pushkaram
via NaMo App https://t.co/kNXipGz3xw",2019-11-25,2019,['MannKiBaat'],greatness river with pushkaramvia namo,1
7846,"#MannKiBaat
Promoting fitness among youngsters
via NaMo App https://t.co/SwCQ39RroK",2019-11-25,2019,['MannKiBaat'],fitness among youngstersvia namo,1
7847,"#MannKiBaat
Rededicating ourselves to the values enshrined in our Constitution
via NaMo App https://t.co/mfPFwoS1bO",2019-11-25,2019,['MannKiBaat'],ourselves values enshrined constitutionvia namo,1
7848,"#MannKiBaat
Furthering the spirit of New India
via NaMo App https://t.co/0aEJ7vEz0U",2019-11-25,2019,['MannKiBaat'],spirit indiavia namo,1
7849,"#MannKiBaat
Preserving the language and culture
via NaMo App https://t.co/0G3wIjh3rI",2019-11-25,2019,['MannKiBaat'],language culturevia namo,1
7850,"#MannKiBaat
Furthering the spirit of unity
via NaMo App https://t.co/C4IaVBzJCE",2019-11-25,2019,['MannKiBaat'],spirit unityvia namo,1
7851,"#MannKiBaat
On NCC Day, here’s PM Modi’s interesting conversation with the Cadets!
https://t.co/qXDqeT6USB
via NaMo App",2019-11-25,2019,['MannKiBaat'],heres modis interesting conversation with cadets namo,1
7852,"#MannKiBaat
Let us salute the valour and remember the sacrifices of our Jawans on Armed Forces Flag Day: PM
https://t.co/JKXJordKsg
via NaMo App",2019-11-25,2019,['MannKiBaat'],salute valour remember sacrifices jawans armed forces flag namo,1
7853,"#MannKiBaat
Celebrating the greatness of the river with Pushkaram
via NaMo App https://t.co/4NybfbFJvf",2019-11-25,2019,['MannKiBaat'],greatness river with pushkaramvia namo,1
7854,"#MannKiBaat
Ayodhya verdict proved that for 130 crore Indians, national interest is supreme: PM
https://t.co/iPhGkoRDhL
via NaMo App",2019-11-25,2019,['MannKiBaat'],verdict proved that crore indians national interest supreme namo,1
7855,"#MannKiBaat
This is how PM Modi encouraged school students to actively participate in the Fit India movement!
https://t.co/SEAl9VsKXG
via NaMo App",2019-11-25,2019,['MannKiBaat'],modi encouraged school students actively participate india movement namo,1
7856,"#MannKiBaat
The various festivals of worshipping rivers strengthen national unity: PM
https://t.co/XlQMZfqNtJ
via NaMo App",2019-11-25,2019,['MannKiBaat'],various festivals worshipping rivers strengthen national unity namo,1
7857,"#MannKiBaat
The Constitution of India protects the rights and respects every citizen: PM
https://t.co/sbG2PNW8qb
via NaMo App",2019-11-25,2019,['MannKiBaat'],constitution india protects rights respects every citizen namo,1
7858,"#MannKiBaat
Students across India are eagerly waiting for PM’s ‘Pariksha Pe Charcha’
https://t.co/KZK8GDMEHB
via NaMo App",2019-11-25,2019,['MannKiBaat'],across india eagerly waiting pariksha charcha namo,1
7859,"#MannKiBaat
PM applauds cleanliness efforts of scuba divers
https://t.co/NxW34ARXeK
via NaMo App",2019-11-25,2019,['MannKiBaat'],applauds cleanliness efforts scuba divers namo,1
7860,"#MannKiBaat
Our civilization, culture and languages convey the message of unity in diversity: PM
https://t.co/S3hfCDJc53
via NaMo App",2019-11-25,2019,['MannKiBaat'],civilization culture languages convey message unity diversity namo,1
7861,"#MannKiBaat
Reminding India of 26th November, that is celebrated as constitution day, PM Modi reiterated on how it is a special day. This year it is even more special as India completes 70 years of the adoption of the constitution
via NaMo App",2019-11-25,2019,['MannKiBaat'],india november that celebrated constitution modi reiterated special this year even more special india completes years adoption constitutionvia namo,1
7862,"#MannKiBaat
Reminding India of 26th November, that is celebrated as constitution day, PM Modi reiterated on how it is a special day. This year it is even more special as India completes 70 years of the adoption of the constitution
via NaMo App",2019-11-25,2019,['MannKiBaat'],india november that celebrated constitution modi reiterated special this year even more special india completes years adoption constitutionvia namo,1
7863,"#MannKiBaat
Appreciating the scuba divers of Vishakapatnam, PM Modi said that a ""Plastic Free India"" can become a new example for the whole world. He called for Indians to take inspiration from these scuba divers and pledge to keep our surroundings free from plastic waste",2019-11-25,2019,['MannKiBaat'],scuba divers vishakapatnam modi said that plastic free india become example whole world called indians take inspiration from these scuba divers pledge keep surroundings free from plastic waste,1
7864,"#MannKiBaat
Appreciating the scuba divers of Vishakapatnam, PM Modi said that a ""Plastic Free India"" can become a new example for the whole world. He called for Indians to take inspiration from these scuba divers and pledge to keep our surroundings free from plastic waste",2019-11-25,2019,['MannKiBaat'],scuba divers vishakapatnam modi said that plastic free india become example whole world called indians take inspiration from these scuba divers pledge keep surroundings free from plastic waste,1
7865,"#MannKiBaat
The United Nations has declared 2019 as the International Year of Indigenous Languages. Giving an example of Dhaarchulaa in Uttarakhand, where the people speak in Ranglo, PM Modi called for a change in society by the usage of mother tongue on a daily basis
via NaMo",2019-11-25,2019,['MannKiBaat'],united nations declared international year indigenous languages giving example dhaarchulaa uttarakhand where people speak ranglo modi called change society usage mother tongue daily basisvia namo,1
7866,"#MannKiBaat
The United Nations has declared 2019 as the International Year of Indigenous Languages. Giving an example of Dhaarchulaa in Uttarakhand, where the people speak in Ranglo, PM Modi called for a change in society by the usage of mother tongue on a daily basis",2019-11-25,2019,['MannKiBaat'],united nations declared international year indigenous languages giving example dhaarchulaa uttarakhand where people speak ranglo modi called change society usage mother tongue daily basis,1
7867,"#MannKiBaat
Highlighting the Fit India week celebrated in schools, PM Modi appealed to all schools to celebrate #FitIndiaWeek in the month of December. Fit India is not just about exercising the mind or making fitness plans, it also involves a change in food habits
via NaMo App",2019-11-25,2019,"['MannKiBaat', 'FitIndiaWeek']",india week celebrated schools modi appealed schools celebrate month december india just about exercising mind making fitness plans also involves change food habitsvia namo,1
7868,"#MannKiBaat
Expressing gratitude for the indomitable courage and spirit of Armed Forces, PM Modi remembered the brave soldiers. He called on Indians to participate on the 7th December to pay homage to the soldiers on Armed Forces Flag Day
via NaMo App",2019-11-25,2019,['MannKiBaat'],gratitude indomitable courage spirit armed forces modi remembered brave soldiers called indians participate december homage soldiers armed forces flag dayvia namo,1
7869,"#MannKiBaat
At the outset on the occasion of NCC day, PM Modi addressed the cadets of NCC. Inspiring the youth of New India, he asks them to imbibe discipline and hard work in the daily lives, an important trait of cadets
via NaMo App",2019-11-25,2019,['MannKiBaat'],outset occasion modi addressed cadets inspiring youth india asks them imbibe discipline hard work daily lives important trait cadetsvia namo,1
7870,"#MannKiBaat
Highlighting the Fit India week celebrated in schools, PM Modi appealed to all schools to celebrate #FitIndiaWeek in the month of December. Fit India is not just about exercising the mind or making fitness plans, it also involves a change in food habits
via NaMo App",2019-11-25,2019,"['MannKiBaat', 'FitIndiaWeek']",india week celebrated schools modi appealed schools celebrate month december india just about exercising mind making fitness plans also involves change food habitsvia namo,1
